Candidatura_id;Nome_candidato;Email_candidato;Status_candidatura;Origem_candidatura;FK_vaga_id
337;Ana Oliveira Carvalho;candidato0337@emailteste.com;Entrevista;Gupy;780
338;Lucas Pereira Gomes;candidato0338@emailteste.com;Aprovado;Gupy;218
339;Victor Barbosa Oliveira;candidato0339@emailteste.com;Entrevista;LinkedIn;819
340;Natalia Lima Lima;candidato0340@emailteste.com;Triagem;Indicacao;863
341;Samuel Lima Rodrigues;candidato0341@emailteste.com;Reprovado;LinkedIn;937
342;Larissa Lima Carvalho;candidato0342@emailteste.com;Triagem;Gupy;565
343;Olivia Souza Silva;candidato0343@emailteste.com;Triagem;Site;808
344;Tatiane Costa Almeida;candidato0344@emailteste.com;Entrevista;Gupy;793
345;Igor Rodrigues Rodrigues;candidato0345@emailteste.com;Reprovado;Site;479
346;Marcelo Almeida Almeida;candidato0346@emailteste.com;Triagem;Site;908
347;Patricia Santos Ribeiro;candidato0347@emailteste.com;Reprovado;Indicacao;748
348;Natalia Silva Melo;candidato0348@emailteste.com;Triagem;Gupy;572
349;Elias Santos Costa;candidato0349@emailteste.com;Reprovado;LinkedIn;344
350;Zeca Lima Ferreira;candidato0350@emailteste.com;Aprovado;Gupy;646
351;Tatiane Oliveira Santos;candidato0351@emailteste.com;Reprovado;Indicacao;746
352;Diego Rodrigues Barbosa;candidato0352@emailteste.com;Aprovado;LinkedIn;692
353;Igor Barbosa Araújo;candidato0353@emailteste.com;Entrevista;Site;465
354;Helena Rodrigues Araújo;candidato0354@emailteste.com;Triagem;Site;851
355;Juliana Silva Santos;candidato0355@emailteste.com;Entrevista;Site;196
356;Patricia Araújo Ribeiro;candidato0356@emailteste.com;Aprovado;Site;747
357;Eduarda Martins Vieira;candidato0357@emailteste.com;Reprovado;Indicacao;323
358;Yasmin Barbosa Vieira;candidato0358@emailteste.com;Entrevista;LinkedIn;536
359;Nicolas Vieira Vieira;candidato0359@emailteste.com;Reprovado;Indicacao;863
360;Yasmin Oliveira Gomes;candidato0360@emailteste.com;Reprovado;LinkedIn;604
361;Zeca Lima Lima;candidato0361@emailteste.com;Triagem;Indicacao;612
362;Nicolas Rodrigues Carvalho;candidato0362@emailteste.com;Reprovado;Indicacao;222
363;Isabela Rodrigues Costa;candidato0363@emailteste.com;Aprovado;Site;104
364;Isabela Souza Ferreira;candidato0364@emailteste.com;Triagem;LinkedIn;338
365;Zeca Martins Nascimento;candidato0365@emailteste.com;Aprovado;Gupy;258
366;Bruno Silva Oliveira;candidato0366@emailteste.com;Entrevista;Site;448
367;Juliana Rodrigues Almeida;candidato0367@emailteste.com;Aprovado;Site;308
368;Lucas Ferreira Lima;candidato0368@emailteste.com;Reprovado;Site;765
369;Patricia Barbosa Oliveira;candidato0369@emailteste.com;Entrevista;Gupy;210
370;Larissa Pereira Nascimento;candidato0370@emailteste.com;Reprovado;LinkedIn;338
371;Sofia Martins Oliveira;candidato0371@emailteste.com;Reprovado;LinkedIn;394
372;Eduarda Almeida Gomes;candidato0372@emailteste.com;Aprovado;Site;314
373;Marcelo Vieira Teixeira;candidato0373@emailteste.com;Aprovado;Site;26
374;Amanda Pereira Carvalho;candidato0374@emailteste.com;Reprovado;Indicacao;581
375;Fernanda Almeida Nascimento;candidato0375@emailteste.com;Entrevista;LinkedIn;877
376;Zeca Melo Rodrigues;candidato0376@emailteste.com;Entrevista;Site;824
377;Henrique Santos Nascimento;candidato0377@emailteste.com;Triagem;Gupy;428
378;Felipe Ribeiro Ribeiro;candidato0378@emailteste.com;Entrevista;LinkedIn;102
379;Helena Lima Araújo;candidato0379@emailteste.com;Aprovado;Site;701
380;Patricia Carvalho Gomes;candidato0380@emailteste.com;Aprovado;Site;682
381;Rafael Ribeiro Lima;candidato0381@emailteste.com;Aprovado;Indicacao;910
382;Otavio Araújo Souza;candidato0382@emailteste.com;Entrevista;Indicacao;482
383;Igor Gomes Silva;candidato0383@emailteste.com;Triagem;LinkedIn;396
384;Rafael Melo Lima;candidato0384@emailteste.com;Reprovado;Gupy;299
385;Diego Araújo Oliveira;candidato0385@emailteste.com;Reprovado;Site;362
386;Renata Lima Souza;candidato0386@emailteste.com;Entrevista;Gupy;914
387;Renata Martins Gomes;candidato0387@emailteste.com;Triagem;Site;956
388;Tatiane Silva Rodrigues;candidato0388@emailteste.com;Entrevista;Gupy;542
389;Helena Nascimento Carvalho;candidato0389@emailteste.com;Triagem;Gupy;857
390;Amanda Barbosa Santos;candidato0390@emailteste.com;Triagem;Site;21
391;Paulo Carvalho Almeida;candidato0391@emailteste.com;Triagem;Indicacao;830
392;Samuel Rodrigues Almeida;candidato0392@emailteste.com;Reprovado;LinkedIn;178
393;Carla Lima Santos;candidato0393@emailteste.com;Entrevista;LinkedIn;624
394;Samuel Oliveira Almeida;candidato0394@emailteste.com;Aprovado;LinkedIn;598
395;Igor Oliveira Teixeira;candidato0395@emailteste.com;Reprovado;Site;889
396;Vanessa Barbosa Rodrigues;candidato0396@emailteste.com;Aprovado;Indicacao;157
397;Thiago Gomes Souza;candidato0397@emailteste.com;Entrevista;Indicacao;399
398;Zeca Gomes Pereira;candidato0398@emailteste.com;Triagem;Indicacao;326
399;Carla Melo Almeida;candidato0399@emailteste.com;Aprovado;Site;770
400;Otavio Martins Pereira;candidato0400@emailteste.com;Triagem;Indicacao;511
401;Olivia Vieira Gomes;candidato0401@emailteste.com;Triagem;Indicacao;599
402;Thiago Santos Rodrigues;candidato0402@emailteste.com;Reprovado;LinkedIn;173
403;Zeca Gomes Gomes;candidato0403@emailteste.com;Entrevista;LinkedIn;821
404;Olivia Oliveira Araújo;candidato0404@emailteste.com;Entrevista;Indicacao;534
405;Samuel Teixeira Silva;candidato0405@emailteste.com;Reprovado;Gupy;865
406;Victor Rodrigues Santos;candidato0406@emailteste.com;Entrevista;LinkedIn;578
407;Larissa Melo Barbosa;candidato0407@emailteste.com;Aprovado;Site;472
408;Elias Teixeira Araújo;candidato0408@emailteste.com;Triagem;Indicacao;69
409;Patricia Carvalho Gomes;candidato0409@emailteste.com;Entrevista;Gupy;4
410;Patricia Pereira Rodrigues;candidato0410@emailteste.com;Aprovado;Site;714
411;Patricia Gomes Souza;candidato0411@emailteste.com;Reprovado;Gupy;251
412;Olivia Ferreira Carvalho;candidato0412@emailteste.com;Triagem;Indicacao;740
413;Thiago Ribeiro Teixeira;candidato0413@emailteste.com;Aprovado;Gupy;471
414;Helena Barbosa Martins;candidato0414@emailteste.com;Entrevista;LinkedIn;870
415;Larissa Almeida Silva;candidato0415@emailteste.com;Reprovado;Site;187
416;William Almeida Oliveira;candidato0416@emailteste.com;Aprovado;LinkedIn;832
417;Rafael Oliveira Melo;candidato0417@emailteste.com;Entrevista;Indicacao;798
418;Joao Ribeiro Araújo;candidato0418@emailteste.com;Aprovado;Indicacao;425
419;Zeca Nascimento Vieira;candidato0419@emailteste.com;Triagem;Site;951
420;Joao Costa Rodrigues;candidato0420@emailteste.com;Reprovado;Gupy;226
421;Natalia Souza Melo;candidato0421@emailteste.com;Triagem;Gupy;906
422;Juliana Costa Barbosa;candidato0422@emailteste.com;Triagem;LinkedIn;726
423;Igor Lima Gomes;candidato0423@emailteste.com;Reprovado;LinkedIn;688
424;Thiago Gomes Melo;candidato0424@emailteste.com;Reprovado;Indicacao;721
425;Renata Oliveira Melo;candidato0425@emailteste.com;Reprovado;Site;322
426;Amanda Almeida Vieira;candidato0426@emailteste.com;Triagem;LinkedIn;864
427;Larissa Almeida Melo;candidato0427@emailteste.com;Triagem;Indicacao;598
428;Eduarda Lima Barbosa;candidato0428@emailteste.com;Triagem;Indicacao;379
429;Patricia Teixeira Ribeiro;candidato0429@emailteste.com;Entrevista;Site;847
430;Thiago Almeida Pereira;candidato0430@emailteste.com;Aprovado;Site;421
431;Nicolas Pereira Silva;candidato0431@emailteste.com;Entrevista;LinkedIn;702
432;Natalia Ribeiro Oliveira;candidato0432@emailteste.com;Entrevista;Gupy;608
433;Gustavo Souza Ferreira;candidato0433@emailteste.com;Triagem;LinkedIn;648
434;Caio Oliveira Nascimento;candidato0434@emailteste.com;Triagem;Gupy;951
435;Vanessa Nascimento Pereira;candidato0435@emailteste.com;Reprovado;LinkedIn;524
436;Isabela Silva Barbosa;candidato0436@emailteste.com;Triagem;Site;398
437;Yasmin Santos Souza;candidato0437@emailteste.com;Triagem;Site;601
438;Isabela Costa Barbosa;candidato0438@emailteste.com;Entrevista;Gupy;397
439;Thiago Teixeira Costa;candidato0439@emailteste.com;Entrevista;Indicacao;928
440;Patricia Carvalho Martins;candidato0440@emailteste.com;Reprovado;LinkedIn;249
441;Amanda Santos Carvalho;candidato0441@emailteste.com;Reprovado;Indicacao;472
442;Patricia Teixeira Carvalho;candidato0442@emailteste.com;Entrevista;Gupy;347
443;Daniela Melo Silva;candidato0443@emailteste.com;Reprovado;Site;242
444;Gabriela Ferreira Almeida;candidato0444@emailteste.com;Triagem;Indicacao;338
445;Caio Santos Lima;candidato0445@emailteste.com;Reprovado;LinkedIn;367
446;Isabela Oliveira Pereira;candidato0446@emailteste.com;Reprovado;Gupy;529
447;Samuel Gomes Gomes;candidato0447@emailteste.com;Triagem;Indicacao;377
448;Patricia Nascimento Almeida;candidato0448@emailteste.com;Triagem;LinkedIn;319
449;Eduarda Martins Barbosa;candidato0449@emailteste.com;Triagem;LinkedIn;771
450;Joao Costa Lima;candidato0450@emailteste.com;Triagem;Gupy;411
451;Sofia Melo Souza;candidato0451@emailteste.com;Aprovado;Site;839
452;Sofia Teixeira Oliveira;candidato0452@emailteste.com;Triagem;Site;900
453;Larissa Teixeira Melo;candidato0453@emailteste.com;Triagem;Gupy;238
454;Victor Gomes Araújo;candidato0454@emailteste.com;Reprovado;Indicacao;270
455;Helena Barbosa Vieira;candidato0455@emailteste.com;Aprovado;LinkedIn;937
456;Olivia Carvalho Carvalho;candidato0456@emailteste.com;Aprovado;LinkedIn;68
457;Igor Almeida Rodrigues;candidato0457@emailteste.com;Aprovado;Site;224
458;Otavio Pereira Almeida;candidato0458@emailteste.com;Triagem;Indicacao;597
459;Otavio Araújo Melo;candidato0459@emailteste.com;Entrevista;Gupy;679
460;Larissa Costa Souza;candidato0460@emailteste.com;Reprovado;Gupy;728
461;Carla Rodrigues Vieira;candidato0461@emailteste.com;Triagem;Indicacao;573
462;Elias Martins Ferreira;candidato0462@emailteste.com;Entrevista;Gupy;180
463;Victor Oliveira Ribeiro;candidato0463@emailteste.com;Aprovado;LinkedIn;564
464;Daniela Gomes Nascimento;candidato0464@emailteste.com;Entrevista;Site;817
465;Fernanda Silva Melo;candidato0465@emailteste.com;Entrevista;Indicacao;299
466;Fernanda Barbosa Gomes;candidato0466@emailteste.com;Reprovado;Gupy;745
467;Henrique Araújo Vieira;candidato0467@emailteste.com;Aprovado;Indicacao;666
468;Felipe Barbosa Gomes;candidato0468@emailteste.com;Triagem;Site;66
469;Larissa Silva Lima;candidato0469@emailteste.com;Triagem;Gupy;920
470;Juliana Oliveira Pereira;candidato0470@emailteste.com;Triagem;Site;579
471;Thiago Oliveira Martins;candidato0471@emailteste.com;Triagem;Gupy;807
472;Victor Gomes Barbosa;candidato0472@emailteste.com;Reprovado;LinkedIn;723
473;William Gomes Nascimento;candidato0473@emailteste.com;Entrevista;Site;831
474;Larissa Martins Silva;candidato0474@emailteste.com;Entrevista;Gupy;549
475;Gustavo Martins Costa;candidato0475@emailteste.com;Entrevista;LinkedIn;832
476;Joao Carvalho Araújo;candidato0476@emailteste.com;Triagem;Site;725
477;Lucas Souza Nascimento;candidato0477@emailteste.com;Entrevista;Site;387
478;Larissa Melo Souza;candidato0478@emailteste.com;Reprovado;Site;424
479;Igor Oliveira Silva;candidato0479@emailteste.com;Entrevista;Indicacao;765
480;Gustavo Costa Gomes;candidato0480@emailteste.com;Entrevista;LinkedIn;138
481;Isabela Rodrigues Costa;candidato0481@emailteste.com;Aprovado;LinkedIn;75
482;Nicolas Melo Carvalho;candidato0482@emailteste.com;Entrevista;Site;500
483;Daniela Teixeira Silva;candidato0483@emailteste.com;Triagem;Site;885
484;Larissa Teixeira Oliveira;candidato0484@emailteste.com;Aprovado;Gupy;651
485;Victor Gomes Ribeiro;candidato0485@emailteste.com;Triagem;Indicacao;301
486;Bruno Teixeira Ferreira;candidato0486@emailteste.com;Entrevista;Gupy;796
487;Daniela Oliveira Melo;candidato0487@emailteste.com;Aprovado;Site;930
488;Elias Carvalho Martins;candidato0488@emailteste.com;Entrevista;Site;834
489;Diego Souza Nascimento;candidato0489@emailteste.com;Reprovado;Gupy;502
490;Isabela Ribeiro Almeida;candidato0490@emailteste.com;Triagem;Indicacao;753
491;Fernanda Teixeira Lima;candidato0491@emailteste.com;Aprovado;Gupy;655
492;Lucas Barbosa Melo;candidato0492@emailteste.com;Reprovado;Indicacao;832
493;Felipe Martins Teixeira;candidato0493@emailteste.com;Triagem;LinkedIn;222
494;Thiago Lima Silva;candidato0494@emailteste.com;Entrevista;Indicacao;352
495;Eduarda Almeida Gomes;candidato0495@emailteste.com;Aprovado;Indicacao;897
496;Thiago Ribeiro Barbosa;candidato0496@emailteste.com;Entrevista;Gupy;547
497;Sofia Costa Vieira;candidato0497@emailteste.com;Triagem;Indicacao;481
498;Paulo Costa Oliveira;candidato0498@emailteste.com;Aprovado;Indicacao;283
499;Fernanda Oliveira Araújo;candidato0499@emailteste.com;Reprovado;Indicacao;595
500;Mariana Rodrigues Araújo;candidato0500@emailteste.com;Triagem;LinkedIn;267
501;William Melo Pereira;candidato0501@emailteste.com;Reprovado;Indicacao;219
502;Eduarda Rodrigues Silva;candidato0502@emailteste.com;Aprovado;LinkedIn;598
503;Amanda Martins Costa;candidato0503@emailteste.com;Reprovado;Site;667
504;Igor Carvalho Souza;candidato0504@emailteste.com;Entrevista;LinkedIn;716
505;Rafael Araújo Pereira;candidato0505@emailteste.com;Triagem;LinkedIn;103
506;Sofia Barbosa Costa;candidato0506@emailteste.com;Triagem;Indicacao;212
507;William Oliveira Lima;candidato0507@emailteste.com;Triagem;LinkedIn;257
508;Olivia Carvalho Barbosa;candidato0508@emailteste.com;Reprovado;Gupy;647
509;Gabriela Silva Barbosa;candidato0509@emailteste.com;Triagem;Site;100
510;Carla Teixeira Ribeiro;candidato0510@emailteste.com;Aprovado;Site;309
511;Isabela Lima Melo;candidato0511@emailteste.com;Triagem;Site;658
512;Thiago Silva Rodrigues;candidato0512@emailteste.com;Reprovado;Gupy;251
513;Eduarda Araújo Gomes;candidato0513@emailteste.com;Entrevista;Gupy;13
514;Gustavo Santos Santos;candidato0514@emailteste.com;Entrevista;Gupy;56
515;Lucas Pereira Carvalho;candidato0515@emailteste.com;Aprovado;Indicacao;932
516;Bruno Lima Rodrigues;candidato0516@emailteste.com;Entrevista;Indicacao;759
517;Gabriela Souza Martins;candidato0517@emailteste.com;Entrevista;LinkedIn;414
518;Helena Barbosa Santos;candidato0518@emailteste.com;Triagem;Indicacao;78
519;Renata Lima Vieira;candidato0519@emailteste.com;Entrevista;LinkedIn;98
520;Gustavo Carvalho Costa;candidato0520@emailteste.com;Entrevista;Gupy;132
521;Isabela Rodrigues Gomes;candidato0521@emailteste.com;Triagem;LinkedIn;328
522;Olivia Vieira Rodrigues;candidato0522@emailteste.com;Entrevista;Gupy;49
523;Elias Ribeiro Rodrigues;candidato0523@emailteste.com;Triagem;LinkedIn;984
524;Zeca Santos Oliveira;candidato0524@emailteste.com;Triagem;Gupy;263
525;Sofia Martins Almeida;candidato0525@emailteste.com;Entrevista;LinkedIn;198
526;Olivia Ferreira Araújo;candidato0526@emailteste.com;Entrevista;Site;979
527;Henrique Almeida Ferreira;candidato0527@emailteste.com;Entrevista;Indicacao;344
528;Helena Martins Lima;candidato0528@emailteste.com;Entrevista;Gupy;312
529;Lucas Pereira Ribeiro;candidato0529@emailteste.com;Aprovado;Indicacao;625
530;Larissa Carvalho Silva;candidato0530@emailteste.com;Entrevista;Indicacao;598
531;Patricia Carvalho Carvalho;candidato0531@emailteste.com;Entrevista;Indicacao;179
532;Diego Vieira Araújo;candidato0532@emailteste.com;Entrevista;Site;769
533;Marcelo Barbosa Costa;candidato0533@emailteste.com;Aprovado;Indicacao;182
534;Zeca Barbosa Costa;candidato0534@emailteste.com;Aprovado;Site;855
535;Felipe Lima Ferreira;candidato0535@emailteste.com;Reprovado;Site;380
536;Caio Vieira Oliveira;candidato0536@emailteste.com;Aprovado;Site;783
537;Fernanda Ferreira Araújo;candidato0537@emailteste.com;Entrevista;LinkedIn;635
538;Helena Carvalho Martins;candidato0538@emailteste.com;Triagem;Indicacao;485
539;Elias Costa Costa;candidato0539@emailteste.com;Reprovado;Indicacao;164
540;Tatiane Melo Gomes;candidato0540@emailteste.com;Reprovado;Site;737
541;Amanda Costa Lima;candidato0541@emailteste.com;Entrevista;Site;131
542;Vanessa Nascimento Lima;candidato0542@emailteste.com;Entrevista;Gupy;297
543;Mariana Ribeiro Barbosa;candidato0543@emailteste.com;Entrevista;Indicacao;106
544;Caio Barbosa Oliveira;candidato0544@emailteste.com;Entrevista;Site;885
545;Helena Almeida Nascimento;candidato0545@emailteste.com;Entrevista;Indicacao;278
546;Nicolas Martins Carvalho;candidato0546@emailteste.com;Aprovado;Site;253
547;Vanessa Silva Carvalho;candidato0547@emailteste.com;Triagem;Site;749
548;Sofia Rodrigues Martins;candidato0548@emailteste.com;Reprovado;Gupy;631
549;Yasmin Nascimento Oliveira;candidato0549@emailteste.com;Reprovado;LinkedIn;363
550;Olivia Pereira Oliveira;candidato0550@emailteste.com;Triagem;Site;919
551;Patricia Almeida Melo;candidato0551@emailteste.com;Triagem;LinkedIn;251
552;Bruno Barbosa Almeida;candidato0552@emailteste.com;Reprovado;Gupy;389
553;Diego Barbosa Ferreira;candidato0553@emailteste.com;Triagem;LinkedIn;281
554;Sofia Teixeira Carvalho;candidato0554@emailteste.com;Reprovado;LinkedIn;570
555;Isabela Ribeiro Gomes;candidato0555@emailteste.com;Entrevista;LinkedIn;135
556;Henrique Martins Ribeiro;candidato0556@emailteste.com;Entrevista;Indicacao;802
557;Larissa Ribeiro Ferreira;candidato0557@emailteste.com;Aprovado;Indicacao;859
558;Joao Vieira Ferreira;candidato0558@emailteste.com;Reprovado;Indicacao;353
559;Gustavo Almeida Almeida;candidato0559@emailteste.com;Triagem;Site;143
560;William Vieira Martins;candidato0560@emailteste.com;Triagem;Gupy;405
561;Vanessa Gomes Pereira;candidato0561@emailteste.com;Triagem;LinkedIn;186
562;Helena Ribeiro Martins;candidato0562@emailteste.com;Reprovado;LinkedIn;636
563;Helena Melo Silva;candidato0563@emailteste.com;Reprovado;Gupy;224
564;Caio Costa Teixeira;candidato0564@emailteste.com;Triagem;LinkedIn;108
565;Fernanda Souza Ferreira;candidato0565@emailteste.com;Aprovado;LinkedIn;117
566;Gustavo Costa Vieira;candidato0566@emailteste.com;Aprovado;LinkedIn;780
567;Felipe Almeida Costa;candidato0567@emailteste.com;Entrevista;Indicacao;996
568;Samuel Almeida Barbosa;candidato0568@emailteste.com;Reprovado;Site;673
569;Nicolas Gomes Nascimento;candidato0569@emailteste.com;Triagem;Indicacao;47
570;Vanessa Nascimento Gomes;candidato0570@emailteste.com;Triagem;LinkedIn;978
571;Eduarda Carvalho Barbosa;candidato0571@emailteste.com;Entrevista;LinkedIn;76
572;Renata Nascimento Oliveira;candidato0572@emailteste.com;Triagem;Site;11
573;Tatiane Vieira Vieira;candidato0573@emailteste.com;Triagem;LinkedIn;49
574;Victor Ferreira Santos;candidato0574@emailteste.com;Entrevista;Site;874
575;Helena Souza Ribeiro;candidato0575@emailteste.com;Triagem;LinkedIn;898
576;Zeca Teixeira Santos;candidato0576@emailteste.com;Entrevista;Indicacao;148
577;Henrique Almeida Gomes;candidato0577@emailteste.com;Aprovado;Indicacao;567
578;Renata Rodrigues Santos;candidato0578@emailteste.com;Entrevista;Indicacao;203
579;Eduarda Carvalho Santos;candidato0579@emailteste.com;Reprovado;LinkedIn;498
580;William Souza Almeida;candidato0580@emailteste.com;Reprovado;LinkedIn;82
581;Amanda Barbosa Souza;candidato0581@emailteste.com;Triagem;Site;119
582;Nicolas Rodrigues Souza;candidato0582@emailteste.com;Aprovado;LinkedIn;139
583;Victor Melo Silva;candidato0583@emailteste.com;Entrevista;LinkedIn;297
584;Felipe Souza Rodrigues;candidato0584@emailteste.com;Reprovado;Indicacao;325
585;Isabela Barbosa Oliveira;candidato0585@emailteste.com;Entrevista;Site;488
586;Patricia Araújo Barbosa;candidato0586@emailteste.com;Reprovado;Indicacao;881
587;Igor Almeida Teixeira;candidato0587@emailteste.com;Triagem;Gupy;568
588;Felipe Santos Barbosa;candidato0588@emailteste.com;Aprovado;LinkedIn;674
589;Fernanda Souza Vieira;candidato0589@emailteste.com;Aprovado;Gupy;256
590;Joao Souza Araújo;candidato0590@emailteste.com;Aprovado;LinkedIn;78
591;Paulo Oliveira Lima;candidato0591@emailteste.com;Entrevista;Indicacao;53
592;Helena Teixeira Carvalho;candidato0592@emailteste.com;Entrevista;Site;69
593;Helena Nascimento Gomes;candidato0593@emailteste.com;Aprovado;Indicacao;172
594;Amanda Ferreira Barbosa;candidato0594@emailteste.com;Aprovado;LinkedIn;3
595;Isabela Araújo Martins;candidato0595@emailteste.com;Reprovado;LinkedIn;957
596;Marcelo Vieira Nascimento;candidato0596@emailteste.com;Aprovado;Indicacao;437
597;Fernanda Teixeira Martins;candidato0597@emailteste.com;Entrevista;LinkedIn;32
598;Elias Souza Vieira;candidato0598@emailteste.com;Aprovado;Site;463
599;Daniela Ribeiro Almeida;candidato0599@emailteste.com;Aprovado;Indicacao;797
600;Patricia Martins Rodrigues;candidato0600@emailteste.com;Entrevista;Site;654
601;Felipe Melo Rodrigues;candidato0601@emailteste.com;Reprovado;Site;137
602;Elias Ribeiro Araújo;candidato0602@emailteste.com;Triagem;Indicacao;392
603;Ana Barbosa Silva;candidato0603@emailteste.com;Triagem;LinkedIn;302
604;Samuel Souza Costa;candidato0604@emailteste.com;Triagem;Site;522
605;Helena Ferreira Gomes;candidato0605@emailteste.com;Triagem;Site;797
606;Gabriela Silva Silva;candidato0606@emailteste.com;Reprovado;Site;555
607;Yasmin Santos Gomes;candidato0607@emailteste.com;Triagem;Site;139
608;Sofia Rodrigues Silva;candidato0608@emailteste.com;Reprovado;Site;173
609;Mariana Pereira Souza;candidato0609@emailteste.com;Triagem;Indicacao;892
610;Juliana Rodrigues Costa;candidato0610@emailteste.com;Entrevista;Gupy;186
611;Lucas Nascimento Rodrigues;candidato0611@emailteste.com;Aprovado;LinkedIn;549
612;Samuel Barbosa Lima;candidato0612@emailteste.com;Entrevista;Gupy;367
613;Yasmin Vieira Teixeira;candidato0613@emailteste.com;Aprovado;LinkedIn;2
614;Samuel Oliveira Santos;candidato0614@emailteste.com;Aprovado;Site;620
615;Henrique Costa Araújo;candidato0615@emailteste.com;Triagem;LinkedIn;959
616;Paulo Araújo Silva;candidato0616@emailteste.com;Aprovado;Gupy;327
617;Larissa Rodrigues Ferreira;candidato0617@emailteste.com;Entrevista;LinkedIn;811
618;Igor Martins Souza;candidato0618@emailteste.com;Aprovado;Site;570
619;Carla Teixeira Melo;candidato0619@emailteste.com;Entrevista;LinkedIn;131
620;Sofia Silva Oliveira;candidato0620@emailteste.com;Triagem;Indicacao;105
621;Zeca Martins Lima;candidato0621@emailteste.com;Entrevista;Indicacao;80
622;Zeca Lima Rodrigues;candidato0622@emailteste.com;Triagem;Indicacao;295
623;Natalia Nascimento Carvalho;candidato0623@emailteste.com;Reprovado;Indicacao;751
624;Isabela Nascimento Santos;candidato0624@emailteste.com;Entrevista;LinkedIn;657
625;Patricia Nascimento Teixeira;candidato0625@emailteste.com;Entrevista;LinkedIn;395
626;Olivia Araújo Barbosa;candidato0626@emailteste.com;Triagem;Gupy;476
627;Thiago Vieira Souza;candidato0627@emailteste.com;Entrevista;LinkedIn;228
628;Zeca Melo Gomes;candidato0628@emailteste.com;Entrevista;Site;611
629;Vanessa Silva Lima;candidato0629@emailteste.com;Aprovado;Indicacao;981
630;Daniela Barbosa Araújo;candidato0630@emailteste.com;Aprovado;LinkedIn;558
631;Samuel Ferreira Vieira;candidato0631@emailteste.com;Triagem;Site;618
632;Igor Vieira Santos;candidato0632@emailteste.com;Aprovado;Indicacao;916
633;Joao Pereira Teixeira;candidato0633@emailteste.com;Reprovado;LinkedIn;387
634;Eduarda Santos Ribeiro;candidato0634@emailteste.com;Aprovado;Site;471
635;Paulo Costa Melo;candidato0635@emailteste.com;Aprovado;Indicacao;455
636;Carla Oliveira Ribeiro;candidato0636@emailteste.com;Aprovado;Gupy;455
637;Helena Oliveira Costa;candidato0637@emailteste.com;Reprovado;LinkedIn;307
638;William Nascimento Santos;candidato0638@emailteste.com;Entrevista;Indicacao;226
639;Bruno Pereira Gomes;candidato0639@emailteste.com;Entrevista;Site;741
640;Gustavo Teixeira Teixeira;candidato0640@emailteste.com;Entrevista;Site;303
641;Samuel Martins Melo;candidato0641@emailteste.com;Reprovado;Gupy;331
642;Ana Nascimento Martins;candidato0642@emailteste.com;Entrevista;Gupy;762
643;Joao Gomes Ferreira;candidato0643@emailteste.com;Entrevista;Indicacao;525
644;Ana Santos Gomes;candidato0644@emailteste.com;Triagem;Site;727
645;Isabela Martins Souza;candidato0645@emailteste.com;Aprovado;Indicacao;253
646;Gustavo Teixeira Souza;candidato0646@emailteste.com;Aprovado;Indicacao;323
647;Marcelo Martins Vieira;candidato0647@emailteste.com;Triagem;Site;179
648;Otavio Vieira Ribeiro;candidato0648@emailteste.com;Triagem;Gupy;285
649;Juliana Araújo Melo;candidato0649@emailteste.com;Triagem;Gupy;782
650;Nicolas Costa Rodrigues;candidato0650@emailteste.com;Aprovado;Indicacao;368
651;Lucas Costa Oliveira;candidato0651@emailteste.com;Aprovado;Gupy;538
652;Fernanda Costa Santos;candidato0652@emailteste.com;Aprovado;LinkedIn;934
653;Isabela Teixeira Carvalho;candidato0653@emailteste.com;Reprovado;Gupy;927
654;Zeca Teixeira Oliveira;candidato0654@emailteste.com;Reprovado;Gupy;102
655;Otavio Martins Ferreira;candidato0655@emailteste.com;Entrevista;Gupy;28
656;Victor Oliveira Carvalho;candidato0656@emailteste.com;Reprovado;Gupy;927
657;Henrique Araújo Costa;candidato0657@emailteste.com;Entrevista;Site;392
658;Yasmin Almeida Barbosa;candidato0658@emailteste.com;Triagem;Site;227
659;Isabela Araújo Santos;candidato0659@emailteste.com;Entrevista;LinkedIn;860
660;Olivia Vieira Ferreira;candidato0660@emailteste.com;Triagem;Indicacao;545
661;Daniela Silva Ferreira;candidato0661@emailteste.com;Entrevista;LinkedIn;429
662;Gabriela Vieira Santos;candidato0662@emailteste.com;Triagem;Gupy;659
663;Paulo Almeida Araújo;candidato0663@emailteste.com;Entrevista;Site;619
664;Otavio Oliveira Teixeira;candidato0664@emailteste.com;Triagem;LinkedIn;60
665;Bruno Ferreira Vieira;candidato0665@emailteste.com;Aprovado;Site;102
666;Fernanda Rodrigues Ferreira;candidato0666@emailteste.com;Aprovado;Site;733
667;Samuel Barbosa Oliveira;candidato0667@emailteste.com;Aprovado;Indicacao;994
668;Yasmin Martins Silva;candidato0668@emailteste.com;Reprovado;Gupy;233
669;Ana Martins Araújo;candidato0669@emailteste.com;Entrevista;Gupy;761
670;Olivia Oliveira Ribeiro;candidato0670@emailteste.com;Reprovado;Site;939
671;Sofia Oliveira Martins;candidato0671@emailteste.com;Aprovado;Site;297
672;Larissa Martins Costa;candidato0672@emailteste.com;Reprovado;LinkedIn;802
673;Henrique Teixeira Martins;candidato0673@emailteste.com;Aprovado;Gupy;694
674;Zeca Souza Oliveira;candidato0674@emailteste.com;Reprovado;Site;439
